gene	probe	Basal_TNBC_avg	LumA_TNBC_Avg	LumB_TNBC_Avg
SETP7	ENSG00000257444.1	0.013853975	0	0
ZNF878	ENSG00000257446.3	0.324659035	0.398125096	0.363785729
RP11-603J24.4	ENSG00000257449.1	0.099520827	0.077870893	0.260780924
RP1-71H24.1	ENSG00000257452.1	0.033861536	0	0.227005202
RP11-290L1.3	ENSG00000257453.1	0.121995815	0	0.044625169
CTD-2021H9.2	ENSG00000257454.1	0.003263731	0	0.046611075
RP11-310I24.1	ENSG00000257456.1	0.048665832	0.034503669	0.07140007
RP11-473C19.1	ENSG00000257458.1	0.034852981	0.068443084	0.062989297
RP11-161H23.8	ENSG00000257464.1	0.252892385	0.325310399	0.298758842
TCEB1P32	ENSG00000257465.2	0.007708641	0	0
RP11-121G22.3	ENSG00000257467.4	0.011842818	0.052263022	0
RP11-397H6.1	ENSG00000257470.1	0.010547665	0	0
RP11-159D23.2	ENSG00000257472.1	0.014118746	0	0
RP11-359M6.1	ENSG00000257474.4	0.020241519	0.092089498	0.035381037
RP11-983P16.2	ENSG00000257475.2	0.14460365	0.285252137	0.122430431
RP11-139B1.1	ENSG00000257476.1	0.000427208	0	0
LINC01154	ENSG00000257477.1	0.025317588	0.050267524	0
MRPL2P1	ENSG00000257480.1	0.007614437	0	0
RP5-1057I20.2	ENSG00000257488.4	0.061531	0.062869235	0.172265975
RP11-175P13.3	ENSG00000257489.5	0.362693426	0.828852416	0.98203563
RP11-536C10.20	ENSG00000257493.1	0.003111613	0	0
RP3-521E19.2	ENSG00000257494.1	0.010241826	0.016239811	0
KRT73-AS1	ENSG00000257495.4	0.00727286	0	0
RP11-474P2.4	ENSG00000257496.1	0.149896654	0.123720347	0.117042298
RP11-585P4.5	ENSG00000257497.2	0.919541773	0.887682826	0.948792672
RP11-1020M18.10	ENSG00000257500.1	0.038428001	0	0
RP11-1016B18.1	ENSG00000257501.5	0.004987474	0.011580064	0
CYB5AP5	ENSG00000257503.1	0	0.031030904	0
RP11-536C10.7	ENSG00000257504.1	0.008430714	0	0
RP11-231C14.5	ENSG00000257506.1	0.005765748	0	0
RP11-956E11.1	ENSG00000257507.1	0.093549326	0.109898406	0.126147312
RP11-762I7.4	ENSG00000257509.1	0.334757424	0.748015773	0.410029062
RP11-609L23.1	ENSG00000257510.1	0.001915982	0	0
RP11-278C7.1	ENSG00000257511.1	1.300379191	1.713860096	1.219922809
RP11-486A14.1	ENSG00000257512.1	0.370837337	0.082295016	1.006417965
NPIPB1P	ENSG00000257513.6	0.063448373	0.217266189	0.026188757
RP11-755O11.2	ENSG00000257514.4	0.014625817	0.034455468	0
RP11-498M15.1	ENSG00000257515.1	0.0335591	0	0
RP4-601P9.1	ENSG00000257517.1	0.012030789	0.027811882	0
RP11-116D17.2	ENSG00000257519.1	0.00038583	0	0
RP11-896J10.3	ENSG00000257520.1	0.002178553	0	0
RP11-562L8.1	ENSG00000257522.4	0.000722364	0.019702065	0
CTD-2384A14.2	ENSG00000257523.1	0.001534786	0.042492776	0
RP11-203J24.9	ENSG00000257524.4	0.337778414	0.337020829	0.406534604
RP11-20E24.1	ENSG00000257526.2	0.572000483	0.729653117	0.255541876
MIR3179-3	ENSG00000257527.1	0.004070397	0	0
KRT8P19	ENSG00000257528.1	0.005756588	0.00807675	0
RPL36A-HNRNPH2	ENSG00000257529.4	0.142903648	0.220388154	0.07169345
RP11-843B15.2	ENSG00000257530.1	0.090369652	0.028466971	0.031481765
RP3-405J10.2	ENSG00000257531.2	0.095520357	0.461274589	0.103236892
RP11-834C11.10	ENSG00000257534.1	0.079659233	0.078163306	0.170442904
HSPA8P14	ENSG00000257539.2	0.028881381	0.071996582	0.007219591
RP11-58A17.4	ENSG00000257541.1	0.020226076	0	0
OR7E47P	ENSG00000257542.4	0.128441193	0.715932758	0.174265085
RP11-321F8.4	ENSG00000257543.1	0.769129186	0.765365446	0.550959885
RP11-144F15.1	ENSG00000257545.3	0.091992787	0.101156682	0.054673309
RP11-797M17.1	ENSG00000257548.1	0.009608594	0	0.032808685
RP11-793H13.3	ENSG00000257550.1	0.019486658	0.160085404	0.011314192
HLX-AS1	ENSG00000257551.1	0.105290247	0.342279503	0.145023947
RP11-603J24.17	ENSG00000257553.1	0	0	0
RP11-44N21.1	ENSG00000257556.1	0.866046347	1.072727437	0.516278636
RP11-84G21.1	ENSG00000257557.2	0.285653309	0.730354161	0.170445606
RP11-536C10.15	ENSG00000257558.2	0.003500092	0	0
MIR3180-3	ENSG00000257563.1	0.001628151	0	0
RP11-123M21.2	ENSG00000257564.1	0.028692215	0	0.076960392
RP11-863H1.1	ENSG00000257568.1	0.058774794	0.053694938	0
GSTP1P1	ENSG00000257569.1	0.038669599	0.070529081	0.050977616
RP11-133N21.12	ENSG00000257570.1	0.012616148	0	0
RP11-478B9.2	ENSG00000257572.1	0.006614546	0.022590309	0
RP11-153M3.1	ENSG00000257576.1	0.241163567	0.10927656	0.16905012
RP11-128P10.1	ENSG00000257579.1	0.021168654	0	0
RP11-718L23.1	ENSG00000257580.1	0.007499704	0	0.021191069
LINC01475	ENSG00000257582.4	0.095564161	0.037782018	0
RP11-167N24.4	ENSG00000257583.1	0.000678901	0	0
LINC00609	ENSG00000257585.1	0.011064283	0	0
RP11-554L12.3	ENSG00000257586.1	0.001475986	0	0
RP11-711C17.1	ENSG00000257587.1	0.001310326	0	0
RP11-469H8.6	ENSG00000257588.1	1.094702889	0.177951083	0.008273083
ZNF625	ENSG00000257591.4	0.200437969	0.353954904	0.35377153
GALNT4	ENSG00000257594.3	0.102794812	0.11220054	0.185025176
RP3-473L9.4	ENSG00000257595.2	0.280516489	0.507952423	0.201257467
RP11-968A15.2	ENSG00000257596.1	0.691780457	0.578082684	0.757638905
OVCH1-AS1	ENSG00000257599.1	0.134087054	0.888763658	0.045986022
RP11-100F15.1	ENSG00000257603.1	0.001411677	0	0
RP11-359M6.2	ENSG00000257604.1	0.209191855	0.517194899	0.182783423
RP11-680A11.5	ENSG00000257605.2	1.00025422	0.794426683	1.065626542
RP11-449P15.1	ENSG00000257607.1	0	0	0
RP11-275O18.1	ENSG00000257609.1	0.00154327	0	0
RP11-185N2.1	ENSG00000257611.1	0.013182692	0.019164209	0.010682054
RP11-384J4.1	ENSG00000257612.1	0.00795774	0	0
LINC01481	ENSG00000257613.1	0.178750058	0.323675317	0.116682475
RP11-116N8.2	ENSG00000257614.1	0.000743818	0	0
RP11-641A6.5	ENSG00000257616.1	0.013368734	0	0.013675567
PSMA3-AS1	ENSG00000257621.6	2.025639889	3.254732708	2.667935674
RP11-44N21.4	ENSG00000257622.1	0.014266081	0	0
RP1-128M12.3	ENSG00000257624.1	0.161242122	0.592089737	0.17612752
RP11-13A1.2	ENSG00000257629.1	0.026092412	0	0.073108607
RP11-850F7.7	ENSG00000257634.1	0.155283596	0.807322972	0.046605081
RP11-536C10.10	ENSG00000257635.2	0.01050267	0	0
RP11-1103G16.1	ENSG00000257636.5	0.094782524	0	0.007804714
CTB-31N19.2	ENSG00000257639.1	0.005977021	0	0
RP11-570L15.2	ENSG00000257640.1	0.009492424	0	0
RP11-474B16.1	ENSG00000257642.1	0.027417221	0.022124288	0
RP11-278C7.2	ENSG00000257643.1	0.048463536	0.06817802	0
RP11-536C10.13	ENSG00000257644.1	0.000982557	0	0
RP11-804F13.2	ENSG00000257645.1	0.0087255	0	0
RP11-701H24.3	ENSG00000257647.1	0.310638492	0.917133449	0.476330176
CYCSP30	ENSG00000257648.1	0.066284087	0	0
METTL7AP1	ENSG00000257649.1	0.007560539	0	0
RP11-579D7.2	ENSG00000257653.1	0	0	0
RP11-497G19.2	ENSG00000257654.1	0.038156068	0.383423579	0
RP11-352M15.1	ENSG00000257657.2	0.027473791	0.010475098	0
RP3-521E19.3	ENSG00000257658.1	0.009801025	0	0
RP11-579D7.4	ENSG00000257660.4	0.40760142	0.397509589	0.358654255
EIF4A1P12	ENSG00000257662.1	0.035578333	0.082567167	0
RP11-1100L3.7	ENSG00000257663.1	0.008918607	0	0
RSL24D1P5	ENSG00000257664.1	0.001230989	0	0
CBX3P5	ENSG00000257666.1	0.038203945	0.129662792	0.031638059
RP11-58A17.2	ENSG00000257668.1	0.007667295	0	0.013418158
RP3-416H24.1	ENSG00000257671.1	1.735598515	2.883867663	1.251886183
RP11-536C10.17	ENSG00000257672.2	0.008603145	0	0
RP11-76E16.2	ENSG00000257674.1	0.01234818	0	0.01014066
RP11-641A6.9	ENSG00000257675.1	0.013027084	0	0.037743041
RP1-81P11.1	ENSG00000257677.1	0.012788482	0.031419049	0
RP11-367O10.1	ENSG00000257680.1	0.005278012	0	0
RP11-341G23.4	ENSG00000257681.1	0.582223044	1.060168228	0.631248475
RP11-314D7.3	ENSG00000257682.1	0.000335359	0	0
RP11-110L15.2	ENSG00000257683.1	0.044974784	0.483598244	0.150151183
RP11-609L23.3	ENSG00000257687.1	0	0	0
RP11-345J4.1	ENSG00000257691.2	0.003973804	0	0
RP11-175P13.2	ENSG00000257696.1	0.23752707	1.424283628	0.883673453
RP11-620J15.3	ENSG00000257698.1	1.900604218	2.199099628	2.241340234
RP11-641A6.3	ENSG00000257700.1	0.009710934	0	0
LBX2-AS1	ENSG00000257702.3	1.990485988	2.173899849	1.864996577
RP11-328J6.1	ENSG00000257703.4	0.004405122	0	0
INAFM1	ENSG00000257704.3	2.895184091	3.254395546	2.958490991
RP11-482D24.2	ENSG00000257711.1	0.026691722	0.013565396	0.067760659
RP11-256L6.2	ENSG00000257715.1	0.027774503	0	0
RP11-396F22.1	ENSG00000257718.1	0.880199914	0.411980917	0.374595342
ILF2P2	ENSG00000257720.1	0.004916288	0.032256603	0
RP11-536C10.2	ENSG00000257721.1	0	0	0
CHCHD3P2	ENSG00000257723.1	0.003325397	0	0
RP11-654D12.3	ENSG00000257725.1	0.016903721	0	0
RP11-116D17.1	ENSG00000257726.1	0.030807956	0.054001784	0.236471544
CNPY2	ENSG00000257727.4	3.433129512	3.726410682	3.407952547
RP11-788H18.1	ENSG00000257729.1	0	0	0
LSM6P2	ENSG00000257730.1	0.005182081	0	0
RP11-536C10.11	ENSG00000257731.2	0.001198203	0	0
RP11-818F20.5	ENSG00000257732.1	0.017756167	0	0.042090792
RP11-370I10.6	ENSG00000257735.1	0.101165546	0.193818779	0.124330882
RP11-341G23.2	ENSG00000257737.1	0.005115441	0	0
RP11-139E19.2	ENSG00000257738.2	0.011159007	0	0
RP11-977G19.12	ENSG00000257740.1	0.966213295	1.455568952	1.41452748
LINC01490	ENSG00000257741.4	0.000887119	0	0
RP11-1220K2.2	ENSG00000257743.7	1.003002573	0.309429665	0.034215211
RP11-202G11.2	ENSG00000257746.1	0.008720858	0	0
RP11-362A1.1	ENSG00000257747.1	0.000522823	0	0
RP11-966I7.3	ENSG00000257748.1	0.002386902	0	0
RP11-295G12.1	ENSG00000257750.1	0.003585976	0	0
RP11-536C10.21	ENSG00000257751.2	0.003150461	0	0
RP11-474L23.3	ENSG00000257752.1	0.094072686	0.206104556	0.204025626
RP11-650K20.2	ENSG00000257754.1	0.032912682	0	0
RP11-776A13.3	ENSG00000257756.4	0.013885084	0	0
OR6C7P	ENSG00000257757.1	0.000821846	0	0
KRT18P20	ENSG00000257758.1	0.01933886	0.018246866	0.023223557
RP11-486O13.4	ENSG00000257759.2	0.020460875	0.062687933	0.04493146
RP11-186F10.2	ENSG00000257761.1	0.137177569	0	0.894321661
RP11-626I20.3	ENSG00000257762.4	0.000808603	0	0.010623358
OR5BK1P	ENSG00000257763.1	0.091154895	0.084633332	0.115305556
RP11-1143G9.4	ENSG00000257764.2	0	0	0
RP11-341G23.3	ENSG00000257766.1	0.002449846	0.09984584	0
RP11-162P23.2	ENSG00000257767.2	0.014693463	0	0
CTB-193M12.1	ENSG00000257769.1	0.041979674	0.182302203	0.060937865
RP11-70F11.8	ENSG00000257771.4	0.004262466	0.002619027	0
ST13P3	ENSG00000257773.1	0.167713023	0.145038878	0.372744765
RP11-25J3.2	ENSG00000257777.1	0.003836125	0	0
RP11-848D3.4	ENSG00000257779.1	0.004473966	0	0
GLYCAM1	ENSG00000257780.4	0.027957209	0.846683402	0
RP11-110L15.1	ENSG00000257781.1	0.00198034	0.051697464	0
RP11-630C16.1	ENSG00000257784.1	0.012322453	0.02961509	0
AKIRIN1P1	ENSG00000257786.1	0.00095337	0	0
RP11-20L19.1	ENSG00000257787.1	0	0	0
EIF4A1P4	ENSG00000257790.1	0.207131807	0.132578223	0.176259263
OR5BJ1P	ENSG00000257792.1	0.005067097	0	0
RP11-125N22.4	ENSG00000257794.1	0.02174621	0	0
CTD-2382E5.2	ENSG00000257797.1	0.002422776	0	0
FNBP1P1	ENSG00000257800.1	0.633434241	0.478903548	0.941409591
RP11-2H8.4	ENSG00000257802.1	0.079202627	0.231538606	0.024718785
RP11-575G13.2	ENSG00000257803.2	0.06387798	0.024508596	0.01779357
RP1-90J4.3	ENSG00000257807.1	0.001487708	0.011831281	0
RP11-1136G11.8	ENSG00000257808.1	0.061366439	0.024159894	0.158919319
RP11-603J24.14	ENSG00000257809.1	0.087505466	0.385325239	0.220575863
RP11-73B8.2	ENSG00000257813.2	0.003341481	0	0
RP11-611E13.2	ENSG00000257815.4	1.093245034	0.840461305	1.876110245
RP4-601P9.2	ENSG00000257817.1	0.084124667	0.269476893	0.034684446
RP11-1143G9.2	ENSG00000257818.1	0.083155532	0.156542193	0.346879997
MRPS6P4	ENSG00000257820.1	0	0	0
RP11-560G2.2	ENSG00000257823.1	0.002421536	0	0
RP11-1049A21.2	ENSG00000257824.1	0	0	0
RP11-536C10.5	ENSG00000257825.1	0	0	0
RP11-116N8.4	ENSG00000257826.1	0.001377307	0	0
RP11-845M18.6	ENSG00000257829.1	1.204385298	0.905084982	0.696322075
RP11-845M18.7	ENSG00000257830.1	0.173399281	0.072488725	0.058305814
RP11-596D21.1	ENSG00000257831.1	0.099080549	0.204669561	0.19070833
RP1-97G4.1	ENSG00000257835.1	0.023514281	0	0
RP11-263K4.4	ENSG00000257837.1	0.158451522	0.363426258	0
RP11-368J21.3	ENSG00000257838.4	0.128017947	0.096535216	0.122885635
RP11-290L1.2	ENSG00000257839.1	0	0	0
NOVA1-AS1	ENSG00000257842.4	0.058312555	0.007925091	0
KRT90P	ENSG00000257844.1	0.004008905	0	0
RP11-626P14.1	ENSG00000257845.1	0.011829927	0	0
RP11-597A11.3	ENSG00000257846.2	0.027848068	0	0
LSM3P2	ENSG00000257847.1	0.033248791	0	0
RP11-474C8.5	ENSG00000257848.1	0.00313806	0	0
RP11-547C5.1	ENSG00000257849.1	0.199838827	0.044745956	0
HNRNPA3P10	ENSG00000257851.2	0.201887263	0.041257967	0.149725396
RP11-843B15.1	ENSG00000257852.1	0.0345249	0	0
MED15P1	ENSG00000257853.2	0.000546883	0	0
RP11-629O19.1	ENSG00000257855.1	0.025135556	0	0
MTND1P24	ENSG00000257858.1	0.007814982	0	0
CASC18	ENSG00000257859.1	0.043292262	0.041646026	0.177890362
RP11-552I14.1	ENSG00000257860.4	0.000839311	0	0
RP11-587P21.3	ENSG00000257863.1	0.009215843	0	0
RP11-46I1.2	ENSG00000257864.1	0.056394665	0	0.028823461
RP11-154D9.1	ENSG00000257865.1	0	0	0
CTD-2591A6.2	ENSG00000257869.1	0.157425428	0	0
RP11-616L12.1	ENSG00000257870.1	0.001545781	0	0
RP11-453D16.2	ENSG00000257872.1	0.01413301	0	0.021754298
RP11-263K4.1	ENSG00000257875.1	0.07698889	0.131147573	0.059481988
RP11-256L6.3	ENSG00000257878.1	0.007292551	0.054976037	0.038073041
RP11-90C1.1	ENSG00000257879.1	0.002375544	0	0
RP11-769N19.2	ENSG00000257880.1	0.043519467	0.121602978	0.026946939
RP11-497G19.1	ENSG00000257883.1	0.056555661	0.434519865	0.214841151
RP11-597A11.4	ENSG00000257884.2	0.055497642	0	0.005751609
RP11-474C8.4	ENSG00000257885.1	0.011858405	0.02972215	0
RP11-61E11.1	ENSG00000257886.1	0.111592612	0.120449712	0.108091951
RP11-114F10.2	ENSG00000257890.1	0.049189315	0	0.499260013
CTD-2311B13.1	ENSG00000257891.1	0.01177848	0.013441954	0
RP11-587P21.2	ENSG00000257893.2	0.05507328	0	0.014046069
RP1-78O14.1	ENSG00000257894.2	0.297422418	0.49766078	0.390866413
RP11-210N13.1	ENSG00000257896.1	0.147736017	0.237294136	0.092461432
RP11-812D23.1	ENSG00000257897.1	0.010761483	0.015690798	0
RP11-125N22.3	ENSG00000257899.1	0.012704851	0	0
RP11-454K7.1	ENSG00000257900.2	0.052724344	0.162677961	0.059015913
AC073330.1	ENSG00000257902.2	0.041194405	0.106020265	0
RP11-269C4.2	ENSG00000257904.1	0.004580705	0	0
RP3-432I18.1	ENSG00000257905.1	0.251004412	0.049016069	0.131823672
RP1-90J4.1	ENSG00000257906.1	0.058668086	0.091775363	0.066601782
EEF1A1P17	ENSG00000257907.2	0.166228178	0.161362628	0.063225798
RP11-461F16.3	ENSG00000257910.1	0.091626164	0.041689479	0.022579482
RP11-248E9.5	ENSG00000257912.1	0.046586678	0	0
RP11-386G11.5	ENSG00000257913.2	0.279652402	0.136142194	0.314129718
GLULP5	ENSG00000257915.1	0.000206578	0	0
RP11-482D24.3	ENSG00000257918.1	0.061591087	0.044347898	0.036543332
RP11-541G9.2	ENSG00000257920.1	0.014080636	0	0
RP11-571M6.15	ENSG00000257921.4	0.171199384	0.017940607	0.130583988
CUX1	ENSG00000257923.8	2.533472174	2.663325454	2.454098505
RP11-493L12.5	ENSG00000257924.1	0.30777048	0.021559236	0.111871919
RP11-493L12.3	ENSG00000257925.1	0.116858926	0.137327658	0.019488196
MRPS36P5	ENSG00000257927.1	0.078070118	0	0
RP11-155I9.1	ENSG00000257932.1	0.001004499	0	0
RP11-125N22.1	ENSG00000257933.1	0.013843898	0	0
LHX5-AS1	ENSG00000257935.2	0.019989515	0	0
RP11-248E9.6	ENSG00000257940.1	0.073660432	0.021927615	0
RP11-290L1.4	ENSG00000257941.1	0.171913323	0.221472573	0.19346926
RP11-167N24.3	ENSG00000257943.1	0.00163014	0	0
RP11-46I1.1	ENSG00000257947.1	0.027820194	0	0
RP11-123M21.1	ENSG00000257948.1	0.002580363	0	0
TEN1	ENSG00000257949.5	0.152618439	0.053384308	0.205369037
P2RX5-TAX1BP3	ENSG00000257950.3	0.185905368	0.219397856	0.188133326
RP11-554D14.4	ENSG00000257951.1	0.461668502	0.832790655	0.483703021
RP11-620J15.1	ENSG00000257953.1	0.111139448	0.202388688	0.108248564
RP11-161H23.10	ENSG00000257954.1	0.194419768	0.106748362	0.168894919
RP1-228P16.5	ENSG00000257955.1	0.006720961	0.035943022	0
NOP56P3	ENSG00000257956.1	0.66002789	0.863856476	0.319394287
QRSL1P3	ENSG00000257957.1	0.038567586	0.018236877	0.059364018
RP11-25E2.1	ENSG00000257958.1	0.00245752	0	0
RP11-536C10.4	ENSG00000257959.1	0	0	0
RP11-219B4.6	ENSG00000257962.1	0.016231622	0.078500617	0
RP11-133N21.10	ENSG00000257964.1	0.148699059	0.23103612	0.073521405
OLA1P3	ENSG00000257966.1	0.007158575	0.014339216	0.006565045
RP11-388G3.1	ENSG00000257976.1	0.006891439	0	0
SNRPGP18	ENSG00000257979.1	0.038476936	0.102765376	0.074731217
RP1-228P16.4	ENSG00000257985.1	0.00208026	0	0.004196252
RP11-314P15.2	ENSG00000257986.1	0.076047089	0.202034712	0.11733078
LINC00935	ENSG00000257987.4	0.02082089	0	0.044798494
RP1-288H2.2	ENSG00000257989.1	0.101000651	1.458597684	0.320549932
RP11-2H8.3	ENSG00000257991.1	0.008647588	0.031842404	0
RP11-626I20.2	ENSG00000257994.1	0.000551459	0	0.032416997
RP11-632B21.1	ENSG00000257995.1	0.000740724	0	0
RP11-100F15.2	ENSG00000257997.4	0.00113524	0	0
RP11-361A23.3	ENSG00000257998.1	0	0	0
RP11-61E11.2	ENSG00000257999.1	0.145415267	0.203807327	0.09498976
RP11-756H6.1	ENSG00000258001.1	0.050750477	0	0.159848082
RP11-350G24.1	ENSG00000258007.1	0.002242969	0	0
RP11-210M15.1	ENSG00000258010.3	0.048538568	0.018508847	0.07487266
HMGA1P3	ENSG00000258011.2	0.251323581	0.072680856	0.18057434
RP11-603K19.1	ENSG00000258012.1	0.051526839	0.058073976	0.024841817
RPL3P13	ENSG00000258013.2	0.053511676	0.147884545	0
HIGD1AP1	ENSG00000258016.1	0.129032569	0.081200287	0.282232448
RP11-386G11.10	ENSG00000258017.1	0.091361148	0.065231264	0.11352742
RP11-148B3.1	ENSG00000258018.1	0.013442398	0.039964764	0
RP11-1100L3.4	ENSG00000258021.1	0.00916041	0	0
OR5BT1P	ENSG00000258024.1	0.050489765	0.082120388	0
RP11-543H12.1	ENSG00000258026.1	0.010910275	0	0
NF1P7	ENSG00000258027.2	0.001900011	0	0
RP11-148E17.1	ENSG00000258028.1	0.029004913	0	0
RP11-350G24.2	ENSG00000258033.1	0.023283385	0.009348168	0.010352734
RP11-493P1.2	ENSG00000258034.1	0.08895342	0.088672516	0.25237954
RP11-74K11.2	ENSG00000258035.1	0.011271864	0	0
KRT125P	ENSG00000258036.1	0.002622219	0	0
CTD-2384A14.1	ENSG00000258038.4	0.041144283	0	0
RP11-406H4.1	ENSG00000258039.2	0.009991051	0	0
RP11-530C5.2	ENSG00000258044.1	0.056676427	0.13270478	0.048834522
Metazoa_SRP	ENSG00000258045.2	0.582336687	1.266264751	0.207574365
RP11-530C5.1	ENSG00000258048.1	0.694242671	0.574716978	0.983365645
RP11-698F20.3	ENSG00000258050.2	0.008516663	0	0.022696883
RP11-474C8.3	ENSG00000258051.1	0.000847549	0	0
AC025263.3	ENSG00000258052.1	0.000655256	0	0
CTD-2021H9.3	ENSG00000258053.1	0.151688673	0	0.04493146
RP11-644F5.11	ENSG00000258056.2	2.045702224	2.740586864	1.861591908
BCDIN3D-AS1	ENSG00000258057.4	0.224540982	0.459886681	0.288341088
RP11-293I14.2	ENSG00000258064.1	0	0	0
RP11-30H9.1	ENSG00000258065.1	0.023279646	0	0
RP11-781A6.1	ENSG00000258066.1	0.049556639	0.032080268	0
RP11-328C8.5	ENSG00000258068.1	0.171361989	0.05317832	0
ARL2BPP2	ENSG00000258071.1	0.001214988	0	0
RP11-554D14.2	ENSG00000258072.1	0.479308604	0.998187306	0.546332535
RP11-1079J22.1	ENSG00000258073.1	0.019024313	0.077217061	0
VTI1BP3	ENSG00000258074.1	0.001188722	0	0
RP11-536C10.14	ENSG00000258076.1	0.001146049	0	0
RP11-114H23.1	ENSG00000258077.2	0.407623485	0.017595093	0.057860653
ARHGAP42P4	ENSG00000258080.1	0.000732688	0	0
RP11-384J4.2	ENSG00000258081.3	0.034395666	0.012746037	0
RP11-443B7.3	ENSG00000258082.1	0.166441221	0.04242083	0.064656227
OR9A4	ENSG00000258083.1	0.020424388	0	0
RP11-754N21.1	ENSG00000258084.4	0.004403148	0	0
RP11-753H16.5	ENSG00000258086.1	0.129921467	0.274419072	0.150951439
RP11-114H23.2	ENSG00000258088.1	0.278983697	0	0.051098628
RP11-734E19.1	ENSG00000258090.1	0.066198194	0.049433602	0.022906255
RP11-290L1.6	ENSG00000258091.1	0.010577438	0	0
RP4-816N1.7	ENSG00000258092.1	0.361421254	0.406970248	0.389703049
RP11-474P2.2	ENSG00000258096.1	0.04667282	0.018605987	0.046977198
RP11-89K22.1	ENSG00000258098.1	0.001832354	0	0
RP11-686G8.2	ENSG00000258099.1	0.374519034	0.362707302	0.577648278
RP11-121E16.1	ENSG00000258100.1	0.080091652	0.177048749	0.033109
RP11-977B10.2	ENSG00000258101.2	0.327017239	0.264748332	0.259221996
MAP1LC3B2	ENSG00000258102.2	0.795105429	0.857214784	0.617629547
HIGD1AP9	ENSG00000258104.1	0.050860244	0	0.057999673
RP11-260G13.1	ENSG00000258107.1	0	0	0
RP11-1028N23.3	ENSG00000258108.1	0.007326392	0	0
RP11-43D4.2	ENSG00000258111.1	0.03508005	0	0
CCNG2P1	ENSG00000258112.1	0.005642989	0	0
CTA-109P11.4	ENSG00000258114.1	0	0	0
RP11-89M22.3	ENSG00000258115.1	0.001186996	0.014287013	0
RP11-493L12.6	ENSG00000258116.1	0.285703379	0.024409429	0.405113212
RP11-1022B3.1	ENSG00000258117.2	0.001407513	0	0
RP11-77I22.4	ENSG00000258118.1	0.032955492	0.046117142	0
RP11-804F13.1	ENSG00000258119.1	0.006616497	0	0
KRT128P	ENSG00000258120.1	0.000682266	0	0
RP11-722P11.4	ENSG00000258121.1	0.020626516	0.057906714	0
RP11-61A14.1	ENSG00000258122.1	0.078908715	0.08037641	0
RP11-314D7.2	ENSG00000258123.1	0.01485364	0	0
RP11-1041F24.1	ENSG00000258125.1	0.069780256	0.046325107	0
MKRN9P	ENSG00000258128.2	0.168089591	0.009757243	0
RP11-347C12.3	ENSG00000258130.6	0.07370266	0.060939359	0.024478705
RP11-541G9.1	ENSG00000258131.1	0.038990791	0.041546043	0.083229548
RP11-340M11.1	ENSG00000258133.1	0.018512732	0.042264754	0
RP11-956A19.1	ENSG00000258134.1	0.051855666	0	0
RP11-70F11.11	ENSG00000258135.4	0.004897341	0	0.006820138
RP11-864J10.4	ENSG00000258136.1	0.182188944	0.196572709	0.169259711
RP11-753H16.3	ENSG00000258137.4	0.089685418	0.117743	0.014036559
RP11-324P9.1	ENSG00000258140.1	0.000433948	0.014350339	0
RP11-18O15.1	ENSG00000258142.2	0	0	0
RP11-554L12.1	ENSG00000258144.1	0.011323594	0	0
AC007115.3	ENSG00000258148.2	0.002809325	0.050874272	0
RP11-345J4.3	ENSG00000258150.4	0.001707761	0	0.009204494
HSPE1P4	ENSG00000258153.1	0.160566859	0.076358225	0.189193127
RP11-44N21.2	ENSG00000258154.1	0.010492589	0	0
IMMP1LP2	ENSG00000258159.1	0.013458142	0.024644153	0.026140091
RP11-315E17.1	ENSG00000258162.2	0.00102867	0.005097835	0
RP11-115F18.1	ENSG00000258167.1	0.000562362	0.093286719	0
RP11-588H23.3	ENSG00000258168.4	0.134235451	0.328366749	0.071658847
LINC00485	ENSG00000258169.1	0.001294683	0.003306334	0
RP11-263K4.5	ENSG00000258170.1	0.26475727	0.026383931	0
RP11-511B23.3	ENSG00000258171.1	0.012016431	0.091684873	0.026079566
RP11-1105G2.4	ENSG00000258172.1	0.101314048	0.138404229	0.099127886
RP11-248E9.4	ENSG00000258173.1	0.005389981	0	0
RP11-412H8.2	ENSG00000258175.1	0.028545108	0.07061957	0.019430367
RP11-394J1.2	ENSG00000258177.1	0.082709676	0.022165845	0.055926785
RP11-18J9.3	ENSG00000258178.1	0	0	0
RP11-248E9.7	ENSG00000258179.1	0.109479911	0.087554749	0
RP11-493L12.4	ENSG00000258181.1	0.297723912	0.309051004	0.632100925
RP11-753N8.1	ENSG00000258183.4	0.042324283	0	0.011579283
RP11-335M9.1	ENSG00000258184.1	0.000541889	0.030875527	0
RP11-202H2.1	ENSG00000258185.2	0.018467609	0	0
SLC7A5P2	ENSG00000258186.2	0	0	0
RP11-362A1.2	ENSG00000258193.1	0.002072707	0	0
CTD-2213F21.4	ENSG00000258196.1	0.009820751	0	0
NKX2-2-AS1	ENSG00000258197.1	0	0	0
RP11-977G19.5	ENSG00000258199.1	2.772348337	3.473988239	2.698201559
RP11-776A13.2	ENSG00000258202.1	0.000515716	0	0
RP1-228P16.3	ENSG00000258203.4	0.118122469	0.011231746	0.012436986
RP11-90E9.1	ENSG00000258204.1	0.018304933	0.025249597	0
RP11-248E9.1	ENSG00000258205.1	0.071068629	0	0
RP13-619I2.2	ENSG00000258206.1	0.010068307	0	0
RP11-478C19.2	ENSG00000258210.1	0.300447679	0.43088327	0.391916607
