gene	transcript	KMS11_EXP	MM1S_EXP	RPMI_EXP
MLEC	MLEC	13.63390341	12.94997987	13.75074885
C1RL	C1RL	6.425643927	6.898135781	6.486775503
IGFBP3	IGFBP3	4.106758689	8.724599116	14.07688239
CA8	CA8	8.727600576	7.51484816	8.931889851
PDCL3	PDCL3	8.483956816	9.345655839	8.595630464
DARS2	DARS2	11.90638331	11.18095964	12.02964613
RNF183	RNF183	1.540662153	4.171871326	4.41331651
CD59	CD59	13.23052487	14.41956523	13.02420989
CCDC144A	CCDC144A	4.106758689	7.217647564	4.55853092
BFSP1	BFSP1	2.268602069	3.030007594	2.132461686
SLC3A2	SLC3A2	12.87316724	11.90334714	12.7509749
B4GALT5	B4GALT5	11.05912135	10.50704139	11.15267145
FAM46B	FAM46B	3.261795561	0.922972661	3.618497096
LOC728739	LOC728739	3.261795561	0.922972661	3.618497096
ALPK3	ALPK3	1.540662153	4.098310065	4.487750013
FAM179B	FAM179B	8.616192261	7.997004427	8.720500791
NEIL1	NEIL1	5.256671032	7.128076832	4.922844822
TGS1	TGS1	9.930276074	10.45365132	9.997235945
POU3F1	POU3F1	1.540662153	2.672676519	1.703291215
DCTN6	DCTN6	9.015303535	9.405971093	8.948457762
NDUFA4L2	NDUFA4L2	1.952669038	3.661259347	7.494943563
PIAS1	PIAS1	10.63783844	10.34355217	10.68765562
TCOF1	TCOF1	11.84256642	12.22101005	11.77808124
LOC100506688	LOC100506688	6.488346295	2.672676519	7.079570116
ST7L	ST7L	2.268602069	5.931522328	6.711439841
ATG16L2	ATG16L2	7.123324766	8.576703522	7.312429206
RNH1	RNH1	10.61255523	10.96256348	10.5533029
ZFYVE19	ZFYVE19	8.441010316	9.382915778	8.561570537
HERC2P7	HERC2P7	7.480289361	9.443585932	7.138517562
WWP1	WWP1	10.82636576	10.2553473	10.75513795
IRF3	IRF3	10.28070119	10.05969597	10.25304379
TNFSF13	TNFSF13	2.941572106	8.090075359	8.458591168
PTGS1	PTGS1	2.268602069	5.488800975	7.16143425
FYCO1	FYCO1	9.614350966	8.542439923	9.482124254
RDH14	RDH14	8.362167396	8.839112436	8.281981013
SLC25A42	SLC25A42	8.863907486	10.70897177	9.101484625
CAMK2B	CAMK2B	0.966902921	2.454199587	2.95778462
FMO4	FMO4	5.182759823	6.688544064	5.379059466
ZNF521	ZNF521	5.934098918	10.6393588	5.075459896
ZBTB41	ZBTB41	10.20571995	9.303317276	10.35380846
SH3GLB1	SH3GLB1	11.02581783	11.9683428	10.8674332
TMPRSS5	TMPRSS5	1.950065224	3.316171815	1.703291215
SOX15	SOX15	2.750143396	2.86237799	2.731417878
BMS1P5	BMS1P5	6.766515658	7.471805254	6.647934689
IRF2BP2	IRF2BP2	12.47896928	12.0209244	12.55420511
RFC4	RFC4	11.03765676	11.92711127	11.14909293
TMEM51	TMEM51	7.425266266	6.397968917	7.590938793
INTS10	INTS10	11.1857241	11.88773849	11.27331773
OCSTAMP	OCSTAMP	2.268602069	5.203228569	2.731417878
GTF2H5	GTF2H5	9.188170935	8.022084795	9.375890892
HPSE	HPSE	5.394016741	9.568014999	5.97846794
HEBP2	HEBP2	9.041678314	7.737118872	9.250556611
SMIM17	SMIM17	1.540662153	3.938878558	1.089647294
BAI2	BAI2	2.268602069	6.808719684	5.97846794
KLHL6	KLHL6	11.15826254	12.90989308	11.37854414
LRRCC1	LRRCC1	8.569825235	9.242726345	8.653364608
ZRANB2-AS2	ZRANB2-AS2	3.261795561	2.86237799	3.325635382
C19orf24	C19orf24	9.25280733	10.41441041	9.397770881
C16orf46	C16orf46	4.979499508	3.554858948	4.811327165
SYAP1	SYAP1	10.93517242	10.39245696	11.02257588
PRDM15	PRDM15	8.701372313	9.890244514	8.849599011
CCDC18	CCDC18	9.125439302	8.616769366	9.207153457
TRPM2	TRPM2	7.334317985	2.196629075	6.757303328
TMEM181	TMEM181	10.30703	8.836280789	10.5402443
RAB1A	RAB1A	11.86045462	11.469189	11.92344634
LOC388906	LOC388906	3.110550334	4.020795529	2.95778462
BCL6	BCL6	7.181410701	5.016166452	6.927410576
NOC2L	NOC2L	12.38834293	11.72314042	12.4948006
GP6	GP6	0.966902921	1.882858215	3.745280365
PITPNM3	PITPNM3	0.966902921	1.882858215	3.745280365
SNORA70	SNORA70	2.750143396	2.86566548	2.731417878
DNAJC27	DNAJC27	7.103434694	7.859056397	6.979933872
SETD1B	SETD1B	10.03112222	9.84457867	10.06108762
CCDC88B	CCDC88B	10.11050941	10.80746763	9.997235945
PFKM	PFKM	12.52011281	11.48280292	12.39529581
CCDC102B	CCDC102B	5.182759823	1.882858215	4.811327165
PTP4A3	PTP4A3	10.09043004	4.89105944	10.86568688
TOMM20	TOMM20	13.8492878	12.72464601	14.02753457
KLF10	KLF10	10.97335297	10.24367384	10.88561249
SNX15	SNX15	9.096704614	9.471165101	9.142377697
RCOR2	RCOR2	4.579626696	1.882858215	4.975533893
ACP5	ACP5	0.966902921	0.922972661	7.352820307
TFG	TFG	11.48139078	11.19756688	11.52657748
PSTPIP2	PSTPIP2	3.110550334	10.06091205	7.32264025
RBM19	RBM19	10.00320868	9.343667644	10.10757019
IFT74	IFT74	8.558910458	7.96114289	8.653364608
HLA-B	HLA-B	14.1575601	13.22531892	14.30485039
TAS2R10	TAS2R10	0.966902921	2.196629075	3.325635382
SNX32	SNX32	4.579626696	1.48131961	5.026361874
SECTM1	SECTM1	3.261795561	5.055573115	2.95778462
UPP1	UPP1	6.753818443	7.819546847	6.58150491
C19orf25	C19orf25	8.232454506	9.419248132	8.378060711
SNHG11	SNHG11	6.000142008	6.44323698	6.053906338
HSPA1A	HSPA1A	5.911396782	3.440447299	5.629744201
RANGAP1	RANGAP1	12.37079364	12.10695546	12.33922927
APIP	APIP	9.573359377	10.06211361	9.495717145
RAPGEFL1	RAPGEFL1	6.021499715	4.975657697	5.89886859
OGFOD2	OGFOD2	8.259672657	7.310149227	8.407119025
CLEC4A	CLEC4A	1.950065224	3.316171815	2.132461686
LOC100268168	LOC100268168	0.966902921	3.030007594	2.462803581
ESAM	ESAM	4.459569324	8.559675351	3.745280365
LAMP5	LAMP5	3.398678716	12.73359584	1.703291215
CEP250	CEP250	9.612592092	10.86335775	9.764418812
LSR	LSR	9.955462476	10.86820523	10.06565847
SLC12A8	SLC12A8	3.745269607	1.48131961	4.06995989
RHOT1	RHOT1	11.24423895	10.49096115	11.15553295
SIGIRR	SIGIRR	1.950065224	4.020795529	7.392111309
STYXL1	STYXL1	9.564292418	8.337920667	9.421702996
CDK13	CDK13	10.95056319	10.88811916	10.96021919
ERCC6L	ERCC6L	3.261795561	9.994028087	8.795679296
CHURC1	CHURC1	9.495389373	9.690574236	9.518472193
MRPL15	MRPL15	10.11174862	11.06144545	9.963393201
LEAP2	LEAP2	3.523687402	4.754059051	3.325635382
HTR2B	HTR2B	0.968741063	1.883624726	1.093931957
ZNF321P	ZNF321P	6.12377792	4.246354878	6.400674542
LOC100288123	LOC100288123	4.395570122	5.844212387	4.163764383
KCNA2	KCNA2	3.745269607	4.548467451	3.618497096
FLJ38109	FLJ38109	4.793370509	6.689089451	4.487750013
POPDC2	POPDC2	1.540662153	5.203228569	3.479489271
ZNF543	ZNF543	7.899084976	8.423237793	7.961206572
ZNF354C	ZNF354C	3.523687402	0	3.153403271
RSPH3	RSPH3	5.934098918	5.304832254	6.029196659
PTPN6	PTPN6	10.46834912	12.01967759	10.65371391
RNF44	RNF44	9.93591052	9.261803457	10.03805476
RAB27A	RAB27A	11.08851001	12.28223997	10.90356556
EFNA4	EFNA4	7.869951581	6.91967378	8.012535153
CNPY1	CNPY1	2.750143396	0	2.462803581
MTTP	MTTP	4.258383242	2.672676519	4.487750013
ZNF14	ZNF14	7.22808754	1.882858215	7.961206572
SCAMP5	SCAMP5	9.19758285	9.72899697	9.116224382
B4GALT1	B4GALT1	10.59306426	11.61231103	10.71309434
SERGEF	SERGEF	7.273301409	8.514433969	7.420894994
CATSPER2	CATSPER2	4.889434603	5.399745323	4.811327165
HTR2C	HTR2C	7.753510942	4.098310065	7.352820307
DIABLO	DIABLO	10.18693133	9.400243315	10.30446541
FAM120B	FAM120B	9.944322605	8.883574998	9.82309651
TBC1D10B	TBC1D10B	10.82180586	11.27472175	10.75325018
LRRN2	LRRN2	1.950065224	3.316171815	8.993861139
ALDH3B2	ALDH3B2	0.966902921	1.882858215	1.089647294
CYP3A4	CYP3A4	0.966902921	1.882858215	1.089647294
HHIPL2	HHIPL2	0.966902921	1.882858215	1.089647294
HIST1H4B	HIST1H4B	0.966902921	1.882858215	1.089647294
RPRM	RPRM	0.966902921	1.882858215	1.089647294
SLN	SLN	0.966902921	1.882858215	1.089647294
EPN2	EPN2	8.650861473	8.132144957	8.591417623
ANAPC11	ANAPC11	9.791084727	10.16027483	9.833837263
DOK7	DOK7	0.966902921	1.882858215	3.969638629
PTPLAD2	PTPLAD2	0.966902921	1.882858215	3.969638629
RNF165	RNF165	2.529371205	6.252958672	8.499961457
NQO2	NQO2	9.598448954	8.419467261	9.771885579
NCF1B	NCF1B	1.950065224	6.571098828	2.95778462
GNPNAT1	GNPNAT1	10.48190032	10.00791028	10.42775281
INADL	INADL	3.261795561	8.475015958	10.57693777
LMNB2	LMNB2	12.13791972	12.55994345	12.07486731
S100PBP	S100PBP	11.45661623	11.66222331	11.4260498
LINC00526	LINC00526	5.549136224	4.548467451	5.69403884
TMEM65	TMEM65	9.977494594	9.295109988	10.07775037
CHAF1B	CHAF1B	8.881536151	10.87510426	9.116224382
SNHG12	SNHG12	7.772532323	8.345888652	7.838573653
GNB5	GNB5	10.45369247	9.668330131	10.36495538
ASNSD1	ASNSD1	10.85117903	11.28511897	10.7868087
PTBP3	PTBP3	12.52946228	12.36494444	12.55366289
CCDC6	CCDC6	11.51048233	10.8045828	11.4307766
OBFC1	OBFC1	8.388551199	9.041557858	8.463540721
WDR41	WDR41	10.28070119	9.95288682	10.3287198
GTF2H1	GTF2H1	10.25725818	11.04929723	10.13966646
IMMT	IMMT	12.62412832	12.43921275	12.60316036
DECR2	DECR2	7.273301409	6.183514304	7.430360551
C17orf49	C17orf49	9.449961609	11.34611478	9.164816441
NPL	NPL	9.386397112	5.093927733	8.925207261
UEVLD	UEVLD	8.1764275	9.029240287	8.049864882
RPS6KL1	RPS6KL1	7.142944343	5.599585596	7.36274164
NFXL1	NFXL1	9.566111136	9.492858625	9.576814986
UBA1	UBA1	13.66435839	13.08330147	13.74873795
NCAPH2	NCAPH2	10.6896224	11.01464123	10.64200655
NKAPP1	NKAPP1	4.636102546	4.705342091	4.626006848
ACIN1	ACIN1	11.96887555	11.53033805	11.91967155
ANGPTL7	ANGPTL7	0.966902921	0	1.089647294
C2orf61	C2orf61	0.966902921	0	1.089647294
C9orf53	C9orf53	0.966902921	0	1.089647294
CCDC135	CCDC135	0.966902921	0	1.089647294
CFI	CFI	0.966902921	0	1.089647294
CPLX3	CPLX3	0.966902921	0	1.089647294
CSMD2	CSMD2	0.966902921	0	1.089647294
CT64	CT64	0.966902921	0	1.089647294
DNAH12	DNAH12	0.966902921	0	1.089647294
ENTHD1	ENTHD1	0.966902921	0	1.089647294
EPX	EPX	0.966902921	0	1.089647294
FAM13C	FAM13C	0.966902921	0	1.089647294
FLJ26850	FLJ26850	0.966902921	0	1.089647294
FLJ36000	FLJ36000	0.966902921	0	1.089647294
HMP19	HMP19	0.966902921	0	1.089647294
IFNG	IFNG	0.966902921	0	1.089647294
KLHDC1	KLHDC1	0.966902921	0	1.089647294
KRTAP9-8	KRTAP9-8	0.966902921	0	1.089647294
LGALS9B	LGALS9B	0.966902921	0	1.089647294
LINC00312	LINC00312	0.966902921	0	1.089647294
LOC100288181	LOC100288181	0.966902921	0	1.089647294
LOC402160	LOC402160	0.966902921	0	1.089647294
LOC646278	LOC646278	0.966902921	0	1.089647294
LRRC4	LRRC4	0.966902921	0	1.089647294
MOG	MOG	0.966902921	0	1.089647294
MYLPF	MYLPF	0.966902921	0	1.089647294
NEUROG3	NEUROG3	0.966902921	0	1.089647294
NKAIN1	NKAIN1	0.966902921	0	1.089647294
PATE1	PATE1	0.966902921	0	1.089647294
RARRES2	RARRES2	0.966902921	0	1.089647294
SASH1	SASH1	0.966902921	0	1.089647294
SCARNA9L	SCARNA9L	0.966902921	0	1.089647294
SH2D7	SH2D7	0.966902921	0	1.089647294
SH3RF2	SH3RF2	0.966902921	0	1.089647294
SLC24A4	SLC24A4	0.966902921	0	1.089647294
SLC5A11	SLC5A11	0.966902921	0	1.089647294
SNORA52	SNORA52	0.966902921	0	1.089647294
ST7-OT4	ST7-OT4	0.966902921	0	1.089647294
TBX21	TBX21	0.966902921	0	1.089647294
TMEM130	TMEM130	0.966902921	0	1.089647294
OGN	OGN	0.96689923	0	1.089640515
KRTAP5-2	KRTAP5-2	0.966945729	0	1.089681188
STAB1	STAB1	0.966987798	0	1.08972186
USPL1	USPL1	9.603769124	9.170536014	9.555340699
TPTE2P1	TPTE2P1	2.941572106	0.922972661	2.731417878
DCST2	DCST2	0.966902921	1.48131961	5.075459896
PPP3CA	PPP3CA	11.69418374	11.16359307	11.63495622
BROX	BROX	10.08917238	9.361463526	10.19347608
SNHG5	SNHG5	11.04810537	11.43083931	10.99253478
STARD4-AS1	STARD4-AS1	4.979517799	5.368813738	4.922844822
NLRP14	NLRP14	1.540662153	4.098310065	5.026361874
ZNF155	ZNF155	2.268602069	6.413216639	7.079570116
MAB21L3	MAB21L3	5.956451666	5.093927733	6.07819992
FAR1	FAR1	11.60900786	12.64696365	11.45822203
FLT1	FLT1	0.966902921	3.440447299	2.132461686
QKI	QKI	12.16756241	10.69811427	12.37490906
IBTK	IBTK	11.20042662	11.92112313	11.09654387
PROSC	PROSC	10.12661414	10.69966788	10.19068893
PMS2L2	PMS2L2	0.966902921	3.030007594	2.731417878
PVT1	PVT1	6.922257325	7.662518847	7.005501045
FLJ34208	FLJ34208	2.268602069	3.180173328	2.132461686
PPIL3	PPIL3	8.737314955	8.377327677	8.788336608
LOC553103	LOC553103	0.966902921	2.196629075	3.618497096
NBN	NBN	11.65798828	11.1049394	11.5971028
C4A	C4A	5.182215557	1.477806828	5.661863588
CASP7	CASP7	9.730767307	10.932451	9.557503909
ZCCHC7	ZCCHC7	9.544141456	9.029240287	9.616752828
COG6	COG6	9.166763139	8.438222146	9.269140709
MVP	MVP	10.63351295	11.31181074	10.53653864
FNDC3B	FNDC3B	11.76356511	12.22073805	11.81423797
NAALAD2	NAALAD2	4.979499508	3.938878558	5.122941853
CPNE1	CPNE1	11.65638017	10.80819196	11.77530574
AAMP	AAMP	10.83544253	11.43970624	10.74947561
LOC100134368	LOC100134368	0.966902921	1.882858215	4.163764383
NPIP	NPIP	6.021499715	6.876295921	5.89886859
MGAM	MGAM	1.950065224	3.554858948	1.703291215
GPX4	GPX4	10.70042238	11.59486575	10.79964589
LOC150622	LOC150622	0.966902921	1.48131961	5.213460049
UBL3	UBL3	9.359393783	8.724599116	9.447575064
CCDC22	CCDC22	9.331879847	8.430749424	9.234439048
WDR11	WDR11	10.94148783	11.53513927	11.00684499
TGIF1	TGIF1	8.026036468	2.672676519	8.712760839
SERINC1	SERINC1	12.05813382	12.6004728	12.11761713
NPC1	NPC1	10.99307991	10.38087228	11.07784382
PHF23	PHF23	9.181070241	9.909189561	9.261206398
ATP5J2	ATP5J2	12.1438838	11.49069547	12.07316417
ACTR6	ACTR6	10.23343993	9.813309834	10.18790875
IGHMBP2	IGHMBP2	9.21622688	9.432404097	9.239827624
THEMIS	THEMIS	12.88286463	5.304832254	12.1106399
AP1AR	AP1AR	10.19635623	9.581575333	10.28110705
OLFM1	OLFM1	7.351283796	0	8.244896571
WDR25	WDR25	6.1627619	5.775079522	6.215952279
IER2	IER2	9.004619365	5.368796281	9.482124254
SEH1L	SEH1L	11.83956205	11.51009161	11.88480013
RABGGTB	RABGGTB	9.992442723	11.0413443	9.846269209
KCNH5	KCNH5	0.966902921	1.48131961	5.298636323
C22orf43	C22orf43	2.268602069	0.922972661	2.132461686
TTLL13	TTLL13	2.268602069	0.922972661	2.132461686
VSTM4	VSTM4	0.966902921	0.922972661	8.387810556
TTPA	TTPA	1.540662153	4.372422827	1.089647294
SPINK2	SPINK2	3.523687402	8.603537333	2.731417878
CDKN1B	CDKN1B	11.75243083	12.50607199	11.83398902
LOC100506190	LOC100506190	8.036563774	2.86237799	8.689295666
NFIX	NFIX	2.529371205	5.545254874	10.06565847
INCA1	INCA1	0.966902921	3.660860181	1.703291215
SLC2A4	SLC2A4	0.966902921	1.48131961	5.339408221
LOC100128252	LOC100128252	7.966713081	0	8.92185581
TJP2	TJP2	9.875612677	11.44759469	9.657631074
ZCCHC10	ZCCHC10	9.098055777	9.696649403	9.016036602
SOCS4	SOCS4	10.58860221	10.20476675	10.54787778
PRRG4	PRRG4	3.110550334	10.49813117	8.255590427
RECQL4	RECQL4	10.33928216	11.10787091	10.23458993
TMPRSS9	TMPRSS9	3.638734197	1.882858215	3.861816446
MRAS	MRAS	3.110550334	0	3.479489271
RGS17	RGS17	2.529371205	1.882858215	2.462803581
CASP8AP2	CASP8AP2	10.86158323	11.469189	10.77941568
BMS1P1	BMS1P1	6.472924738	7.164575119	6.547107377
PSD4	PSD4	10.8637991	11.91611458	10.97647104
PLAT	PLAT	1.540662153	4.433520346	1.089647294
ELAC1	ELAC1	8.118141661	7.700300991	8.074227112
ARID5B	ARID5B	6.999628007	11.25158301	7.485893695
PPA1	PPA1	12.57102258	13.25550811	12.64365781
TNFAIP2	TNFAIP2	7.93892089	0	8.874089951
USE1	USE1	8.99385265	8.528504902	8.945159952
MICU1	MICU1	10.5357711	11.02033412	10.4708317
ZNF876P	ZNF876P	3.523687402	3.85202881	3.479489271
MUC16	MUC16	0.966902921	3.180173328	2.731417878
RTN4R	RTN4R	0.966902921	3.180173328	2.731417878
LOC93622	LOC93622	8.707973355	7.326348586	8.887899909
MFSD10	MFSD10	9.236918285	8.381209817	9.348686112
COPRS	COPRS	10.1486164	9.817613665	10.19208318
C9orf116	C9orf116	4.106758689	0.922972661	4.487750013
GUSBP2	GUSBP2	4.395570122	5.459723407	4.251832686
TRIP6	TRIP6	2.268602069	6.637523306	7.36274164
CRELD2	CRELD2	9.911806909	9.188371251	9.837400868
FAM172BP	FAM172BP	1.540662153	6.013848564	2.95778462
PFKP	PFKP	13.07130816	1.882858215	12.00728662
CLCF1	CLCF1	1.540141371	5.131289029	4.334875717
RCHY1	RCHY1	9.780160795	10.11669484	9.736070395
ATP5J	ATP5J	12.12877412	11.79141119	12.09398199
MSRA	MSRA	6.591918729	9.061049808	6.858950757
PPFIA3	PPFIA3	7.533298581	4.098310065	7.195150711
ODF2L	ODF2L	7.747112101	8.801937879	7.607722378
LOC643201	LOC643201	9.514319552	3.440447299	8.928550945
MARVELD3	MARVELD3	2.529371205	7.643250131	8.068170982
EDC3	EDC3	11.14616133	10.62878271	11.21288543
TRIM61	TRIM61	2.750143396	6.930287904	2.132461686
ZNF284	ZNF284	5.104856607	2.196629075	5.455235148
APOPT1	APOPT1	8.45285073	8.329903948	8.440300281
SNHG7	SNHG7	9.851962932	9.288923735	9.923724135
BAZ1A	BAZ1A	11.17920623	10.54906266	11.25944316
MDFIC	MDFIC	11.80610652	12.79563587	11.67830963
LDHA	LDHA	14.68541131	15.0727523	14.72490283
IFT81	IFT81	9.009971341	7.182483743	8.82827297
GRHL3	GRHL3	5.393999586	10.07775037	5.925892636
FZD2	FZD2	5.689184523	3.660860181	5.491869126
PADI4	PADI4	0.966902921	1.48131961	5.69403884
ZNF865	ZNF865	8.162074052	7.991935605	8.144933501
EPHA1-AS1	EPHA1-AS1	0.966902921	2.454199587	3.618497096
ZMYND10	ZMYND10	0.966902921	2.454199587	3.618497096
EHMT2	EHMT2	11.00519645	10.52820013	11.06498521
POLR2M	POLR2M	11.55601741	11.01159767	11.50168296
APCDD1	APCDD1	0.966902921	0.922972661	9.089585541
C19orf57	C19orf57	2.529371205	4.372422827	2.731417878
FAM193B	FAM193B	8.852033181	9.836116648	8.951748052
TCTEX1D1	TCTEX1D1	0.966902921	3.316171815	2.731417878
CREB3	CREB3	9.031185641	9.87380551	8.925207261
SEMA3D	SEMA3D	1.540662153	2.196629075	9.855083369
NARS	NARS	13.5951409	12.7589935	13.51248123
LOC100270804	LOC100270804	4.459569324	5.430047704	4.55853092
KCNMB2	KCNMB2	1.950065224	6.033715916	6.300983959
C6orf163	C6orf163	2.268602069	3.316171815	2.132461686
INVS	INVS	8.623193806	9.048898235	8.570163097
UAP1	UAP1	12.58252072	11.93274256	12.51858677
VAMP3	VAMP3	10.52365996	9.787213688	10.61376184
RNF5	RNF5	5.7260192	3.725806583	5.963155031
HIVEP2	HIVEP2	10.44877709	9.492858625	10.56516874
NR1I3	NR1I3	5.606788647	6.475694526	5.694027693
APBA1	APBA1	6.533648998	4.654922391	6.757303328
DYNLT1	DYNLT1	8.591410143	7.128076832	8.44963978
HLA-H	HLA-H	10.80266176	9.946350723	10.90696573
SELRC1	SELRC1	10.85266995	9.907844563	10.96755771
SP3	SP3	11.90674406	12.31989223	11.94754928
NDUFS7	NDUFS7	9.638743608	10.34951346	9.55100837
LMAN2L	LMAN2L	9.277431546	9.914557049	9.198869807
TSEN15	TSEN15	11.59571903	11.00028175	11.53756787
SLC7A11-AS1	SLC7A11-AS1	0.966902921	1.882858215	4.690461795
SUN2	SUN2	11.96233212	12.98739193	12.06388376
NEDD8	NEDD8	10.9685372	10.46466827	11.02960472
PDZD8	PDZD8	10.20571995	10.00162	10.23052487
CSNK1G1	CSNK1G1	10.81341246	10.46192958	10.85605975
MAPK6	MAPK6	12.82044825	12.28561028	12.76834149
MIB1	MIB1	14.18244091	11.74703068	14.47302711
MKRN9P	MKRN9P	0.966902921	1.48131961	5.89886859
TSNAXIP1	TSNAXIP1	0.966902921	3.85202881	2.132461686
PCYT1A	PCYT1A	9.69133176	10.81752733	9.553176161
ZNF596	ZNF596	5.741607204	5.131289029	5.814617071
C17orf100	C17orf100	1.540662153	5.131289029	4.690461795
MGLL	MGLL	2.941572106	7.217647564	11.71217875
BLNK	BLNK	3.110550334	8.991640885	10.82229995
MSH3	MSH3	10.00475418	10.5378008	10.05677317
KAT2B	KAT2B	9.862358399	11.89590468	10.06413646
MTAP	MTAP	11.59838754	10.62305843	11.71460185
INPP1	INPP1	3.398678716	6.584630342	3.745280365
CERS4	CERS4	6.441576434	1.882858215	6.029196659
RPL13AP20	RPL13AP20	1.540662153	3.030007594	1.703291215
PQLC2	PQLC2	6.977943868	7.731047439	6.886733033
FBXL22	FBXL22	0.967217312	2.196742369	4.163764383
ARID4A	ARID4A	9.745282718	8.830613443	9.853325152
ATP6V0E1	ATP6V0E1	10.92458243	11.75303703	10.82499055
NME2	NME2	13.73831397	13.20228456	13.68696005
ARID1B	ARID1B	11.56195138	10.7724218	11.65528026
GPN3	GPN3	10.18456545	9.266008775	10.29283925
PCBD2	PCBD2	7.950100928	8.787383487	8.031317995
TMEM41A	TMEM41A	10.27181315	11.54165809	10.11931727
ENO1-AS1	ENO1-AS1	0.966902921	1.882858215	4.811327165
FSCN1	FSCN1	0.966902921	1.882858215	4.811327165
XKR3	XKR3	0.966902921	1.48131961	6.029196659
SEPP1	SEPP1	2.941572106	7.419901205	11.62050852
C18orf61	C18orf61	1.540662153	2.86237799	8.012529566
C9orf153	C9orf153	1.540662153	0	1.703291215
CELF5	CELF5	1.540662153	0	1.703291215
FAM90A25P	FAM90A25P	1.540662153	0	1.703291215
FLJ33534	FLJ33534	1.540662153	0	1.703291215
GPR179	GPR179	1.540662153	0	1.703291215
LINC00693	LINC00693	1.540662153	0	1.703291215
P2RY8	P2RY8	1.540662153	0	1.703291215
PRLR	PRLR	1.540662153	0	1.703291215
ROPN1B	ROPN1B	1.540662153	0	1.703291215
RSPO1	RSPO1	1.540662153	0	1.703291215
SEC1P	SEC1P	1.540662153	0	1.703291215
ST13P4	ST13P4	1.540662153	0	1.703291215
SPAG9	SPAG9	12.00551227	11.55073236	12.05893539
ANKRD39	ANKRD39	8.958300403	9.784284761	9.037879106
HELZ	HELZ	11.84181591	12.16468699	11.87269796
PLP2	PLP2	12.44947884	11.79583674	12.52605658
IL21R-AS1	IL21R-AS1	9.174576198	7.913691276	9.320960714
FAM102A	FAM102A	9.525575619	10.3652726	9.606349688
TMEM27	TMEM27	4.793370509	2.196629075	4.55853092
DCPS	DCPS	10.01922931	10.50437211	10.06565847
HEATR8-TTC4	HEATR8-TTC4	1.240491411	2.603124244	1.389071144
FRAT2	FRAT2	9.4991742	7.668884984	9.328573958
ETV2	ETV2	3.110550334	3.554858948	3.153403271
TMEM237	TMEM237	8.654292318	8.905308775	8.624788146
MKL2	MKL2	10.3178648	9.660366773	10.39428047
MOSPD2	MOSPD2	9.31467387	8.999239003	9.284884235
CD33	CD33	0.966902921	0.922972661	9.685572282
TNNC1	TNNC1	0.966902921	2.196629075	4.251832686
LOC728752	LOC728752	5.104856607	3.759613929	5.256678579
KCTD10	KCTD10	10.67705892	11.03519775	10.63540978
SPP1	SPP1	2.529371205	4.171871326	15.00321483
CREBL2	CREBL2	9.682978788	11.02158383	9.810462384
TTC38	TTC38	2.529371205	8.810600553	7.573950084
PLA2G16	PLA2G16	1.950065224	5.651941438	7.005501045
FGGY	FGGY	4.024514721	6.302933144	4.251832686
ZNF263	ZNF263	10.3210938	9.343667644	10.43247926
CDK5	CDK5	8.717820343	9.27020187	8.769811402
RPS6KA1	RPS6KA1	10.76753894	11.24520803	10.81237789
KIAA1875	KIAA1875	0.966902921	4.098310065	1.703291215
TPI1	TPI1	13.937429	14.18222363	13.90927433
BTF3L4	BTF3L4	12.05781239	11.15398262	11.9740883
PSMB6	PSMB6	10.79182221	11.75303703	10.88216921
ALDOA	ALDOA	14.82959887	14.37323222	14.88155852
CHDH	CHDH	8.083016527	9.161535025	8.184637353
SMKR1	SMKR1	5.841062344	3.85202881	5.662248233
RNF182	RNF182	0.966902921	0.922972661	9.908562251
RABGAP1L	RABGAP1L	11.76395925	10.17599857	11.94218092
ANTXR2	ANTXR2	2.529371205	6.797142711	9.78485892
GSTA4	GSTA4	7.409144808	4.705342091	7.704540018
FEZ2	FEZ2	8.898948983	9.363427364	8.846067014
ISY1-RAB43	ISY1-RAB43	10.17699589	10.77697579	10.10878579
LYSMD2	LYSMD2	7.840205137	4.602676598	8.190219764
MRPL21	MRPL21	10.41588962	9.613281163	10.34257475
ELK2AP	ELK2AP	1.540662153	6.38255832	2.462803581
CYLD	CYLD	11.59304558	12.61414388	11.68771685
ADAMTS14	ADAMTS14	0.966902921	3.030007594	3.325635382
CRYZ	CRYZ	9.16915586	8.95304111	9.193367653
SIRT6	SIRT6	7.740691498	8.945192148	7.852723
KDM8	KDM8	7.480289361	6.611319948	7.401766976
FAM106CP	FAM106CP	0.966902921	4.171871326	1.703291215
TBCK	TBCK	9.122991017	8.489498782	9.193318366
ZNF490	ZNF490	8.103193374	9.163790543	8.201320198
COG3	COG3	10.21849059	9.299219468	10.13532452
TMEM147	TMEM147	11.1382398	10.81752733	11.10912545
BCAR1	BCAR1	7.052459369	2.454199587	7.530593612
AVPI1	AVPI1	4.258383242	5.093927733	4.163764383
CCNG2	CCNG2	9.087966636	9.817613665	9.006575741
UBR5	UBR5	13.59525748	12.27286594	13.47667027
LRRC37A4P	LRRC37A4P	9.023266443	9.902451996	8.925207261
IFT27	IFT27	7.487984698	6.951331347	7.439764408
TMEM9B	TMEM9B	9.659328782	10.74782374	9.537930834
CTSC	CTSC	12.34666885	11.88637486	12.39710771
GPR64	GPR64	1.540662153	2.86237799	8.544238074
C11orf96	C11orf96	1.540662153	6.624481117	3.325635382
