gene	probe	Basal_Avg	LumA_Avg	LumB_Avg
CTB-66B24.1	ENSG00000267299.1	0.112875592	0.239950194	0.182551315
RPL23AP77	ENSG00000267301.1	0.098324328	0.052958584	0.04657332
RP11-178C3.2	ENSG00000267302.4	0.226413549	0.395374378	0.516535023
CTD-2369P2.12	ENSG00000267303.1	0.020301531	0.009223976	0.012226596
AC004637.1	ENSG00000267304.1	0.543017671	0.16344888	0.079911076
RP11-378J18.10	ENSG00000267305.2	0.066503696	0.064582529	0.074007892
AC004510.3	ENSG00000267308.1	0.07767379	0.080888546	0.103429283
CTD-2630F21.1	ENSG00000267309.1	1.145049482	1.119009429	1.017036616
OR4G1P	ENSG00000267310.1	0.010143099	0.000852727	0.000454228
RP11-99A1.2	ENSG00000267311.1	0.042825514	0.131724883	0.087471426
RP11-1094M14.7	ENSG00000267312.1	0.102715764	0.05604087	0.054228368
KC6	ENSG00000267313.5	0.086033714	0.028806287	0.033141225
AC104532.2	ENSG00000267314.1	0.084725957	0.156702145	0.107988269
RP11-686D22.6	ENSG00000267315.1	0.070051687	0.056069286	0.052214534
RP11-879F14.3	ENSG00000267316.4	0.082829526	0.064262957	0.07519958
CTB-25B13.12	ENSG00000267317.2	2.34346484	2.699840439	2.641853821
RP11-178C3.1	ENSG00000267318.1	0.009767884	0.022640665	0.024908446
CTD-2528L19.3	ENSG00000267319.1	0.440803089	0.528383982	0.549423863
AC005780.1	ENSG00000267320.4	0.012015794	0.004680395	0.006684471
RP11-1094M14.11	ENSG00000267321.1	2.983659141	2.347531436	2.314473934
SNHG22	ENSG00000267322.2	0.353985894	0.318461566	0.261421796
SLC25A1P5	ENSG00000267323.1	0.184359762	0.125088201	0.11139543
RP11-411B10.5	ENSG00000267324.1	0.005293877	0.008949092	0.007489154
LINC01415	ENSG00000267325.1	0.081632206	0.13031231	0.091722151
CTD-2008L17.1	ENSG00000267327.1	0.13207245	0.023691143	0.045647304
AC002398.12	ENSG00000267328.1	0.050682827	0.119662999	0.044227315
BOLA3P2	ENSG00000267332.1	0.140750384	0.096920012	0.109314894
ASNSP6	ENSG00000267333.1	0.008760289	0.001741102	0.003099117
CTD-2534I21.8	ENSG00000267334.1	0.007622666	0.003318968	0.004302868
CTB-60B18.6	ENSG00000267335.2	0.000839131	0.00035852	0.000322861
EIF4A2P1	ENSG00000267336.1	0.127116182	0.102182622	0.083325146
LINC01478	ENSG00000267337.1	0.019314101	0.003471454	0.003646277
KB-7G2.9	ENSG00000267338.1	0.042024607	0.071102219	0.043041681
LINC00906	ENSG00000267339.4	0.00717879	0.009258883	0.003752568
RP11-242D8.3	ENSG00000267340.1	0.414000378	0.571394379	0.50436854
RP11-640A1.3	ENSG00000267341.1	0.073642572	0.017029316	0.024259205
RP11-552F3.10	ENSG00000267342.1	0.390308234	0.341547547	0.330503934
CTC-499B15.4	ENSG00000267343.1	0.00683529	0.009297385	0.008030462
CTB-39G8.3	ENSG00000267344.1	0.800267818	0.784567792	0.643617663
CTD-2293H3.2	ENSG00000267345.1	0.220252642	0.246952867	0.216744875
EIF5AP3	ENSG00000267346.1	0.136844585	0.135428621	0.14740644
CTB-179K24.3	ENSG00000267348.2	0.509457146	1.032841366	0.954145194
RP11-686D22.9	ENSG00000267349.1	0.030945883	0.011191782	0.01661892
SH3GL1P3	ENSG00000267352.1	0	0	0
CTD-2162K18.3	ENSG00000267353.1	0.046724502	0.014234381	0.01965392
RP11-749H17.2	ENSG00000267354.1	0.011269636	0.030198932	0.018015563
RPL9P29	ENSG00000267355.2	0.873832802	0.98131011	1.124955129
RP11-411B10.3	ENSG00000267356.1	0	0	0
RP11-1094M14.12	ENSG00000267359.1	0.055801931	0.039725072	0.037046508
CTC-454I21.3	ENSG00000267360.5	0.036820462	0.034297881	0.030706807
LOC100421166	ENSG00000267361.1	0.05835805	0.112006654	0.065421984
CTD-3162L10.4	ENSG00000267363.1	0.045595304	0.035437117	0.031687408
RP11-47L3.1	ENSG00000267364.1	0.999609419	0.964340145	0.704691573
KCNJ2-AS1	ENSG00000267365.1	0.408566081	0.241543576	0.13967008
RP11-53B2.5	ENSG00000267366.1	0.638444104	0.630319646	0.703792384
UPK3BL	ENSG00000267368.1	0.452635772	0.263667059	0.28434001
RP11-1094M14.8	ENSG00000267369.1	1.07341273	0.826967427	0.720144181
CTD-2623N2.3	ENSG00000267370.1	0.643101267	1.024251683	0.899824272
RP11-712C7.2	ENSG00000267371.1	0.006276444	0.001763802	0.005530909
AC005330.2	ENSG00000267372.2	0.187630537	0.234410672	0.239636126
CTD-2231E14.5	ENSG00000267373.1	0.029219557	0.034891808	0.023126886
RP11-244M2.1	ENSG00000267374.1	0.8536804	0.332545521	0.603312272
CTB-186G2.4	ENSG00000267375.1	0.26654484	0.147232191	0.120574198
ATP5LP6	ENSG00000267376.1	0.049055313	0.013970808	0.020048979
CTC-400I9.3	ENSG00000267378.1	0.008758314	0.001166358	0.00072717
CTC-548K16.5	ENSG00000267379.1	0	0	0
RP11-325K19.2	ENSG00000267382.1	0.007052238	0.004063565	0.00242654
CTC-260E6.6	ENSG00000267383.5	0.478100864	0.260174337	0.322666285
SMCO4P1	ENSG00000267384.3	0.005256368	0.005191676	0.003979181
CTB-50L17.14	ENSG00000267385.1	0.07439598	0.651675506	0.618497095
CTD-2240E14.4	ENSG00000267387.1	0.159894756	0.13589692	0.136339348
AF038458.5	ENSG00000267388.1	0.16462941	0.083903371	0.091090541
CTC-459F4.7	ENSG00000267389.1	0.038422342	0.030956851	0.017102045
RP11-635N19.1	ENSG00000267390.1	1.298331473	1.33363053	1.077548267
RP11-1151B14.3	ENSG00000267391.2	0.006601977	0.002679406	0.002199929
CYP4F9P	ENSG00000267392.3	0.002577434	0.002048234	0.002156585
RP11-691H4.3	ENSG00000267393.1	0.112816922	0.085364848	0.076267892
CTB-175E5.7	ENSG00000267394.1	0.415376328	0.582045338	0.55637239
AC074212.6	ENSG00000267395.4	0.866488841	1.067226005	0.927988723
RP11-845C23.3	ENSG00000267396.1	0	0	0
RP11-873E20.1	ENSG00000267397.1	0.526511722	0.286151169	0.320676768
AC006130.4	ENSG00000267398.1	0.024176977	0.012017356	0.010673384
RP11-456O19.5	ENSG00000267399.1	0.025422364	0.004740724	0.004115936
RP11-325K19.3	ENSG00000267400.1	0.006162669	0.00650241	0.003837199
RP11-396N11.1	ENSG00000267401.1	0.015845735	0.013794851	0.003863497
RP11-619L19.2	ENSG00000267402.1	0.062566057	0.022712121	0.019354098
RP11-49I11.2	ENSG00000267404.1	0.169342015	0.064461739	0.068889448
CTC-296K1.4	ENSG00000267405.1	0.156071438	0.132004039	0.094031792
CTD-2189E23.2	ENSG00000267406.1	0.196191209	0.175107902	0.239331367
CTD-2050I18.1	ENSG00000267407.1	0.007929473	0.002612927	0.001052234
CTB-50L17.2	ENSG00000267408.1	0.041719119	0.035543438	0.035605753
RP11-567M16.2	ENSG00000267409.1	0.227134097	0.371330026	0.250756345
CTC-265F19.2	ENSG00000267412.1	0.041257002	0.034240108	0.024572807
RP11-636O21.1	ENSG00000267413.1	0.037866683	0.020663279	0.032133695
RP11-456K23.1	ENSG00000267414.1	0.484765566	1.114371635	0.878581929
CTC-503J8.2	ENSG00000267415.1	0	0	0
CTD-2319I12.2	ENSG00000267416.1	0.49762997	0.388432051	0.48567687
CTC-239J10.1	ENSG00000267417.1	0.208958269	0.141759029	0.079817551
TCEB1P29	ENSG00000267418.1	0.017887887	0.020067871	0.016651278
CTC-559E9.6	ENSG00000267419.1	0.984370145	1.273219295	1.088271893
RP11-527L4.6	ENSG00000267420.1	0.016180238	0.03349923	0.026106384
AC005498.3	ENSG00000267421.5	0.215931424	0.247409262	0.226059457
CTD-2554C21.1	ENSG00000267422.1	0.505831211	0.279707668	0.239405966
AC005616.2	ENSG00000267423.1	0.015802181	0.006144612	0.005795452
CTD-2265O21.3	ENSG00000267424.1	0.035595152	0.021185574	0.042792614
RP11-128P17.1	ENSG00000267425.1	0.005783515	0.002371009	0.000750695
RP11-552F3.12	ENSG00000267426.4	0.041369336	0.03329961	0.037477767
RP11-289E15.1	ENSG00000267428.1	0.006618416	0.001418743	0.000838303
AC006116.15	ENSG00000267429.1	0.033852581	0.080668284	0.070174131
RP11-635N19.2	ENSG00000267430.1	0.0689014	0.044022723	0.039349165
RP11-559N14.5	ENSG00000267432.4	0.176208608	0.011820426	0.023547131
CTD-2057D4.2	ENSG00000267433.1	0.006092794	0.002171812	0.003277321
AC005786.7	ENSG00000267436.1	0	0	0
CTC-454I21.4	ENSG00000267437.1	0.044677706	0.041157008	0.034772945
AC002398.11	ENSG00000267439.1	0.098964497	0.075915283	0.081087921
CTC-501O10.1	ENSG00000267440.1	0.178776897	0.035732951	0.02987163
RP1-37N7.5	ENSG00000267441.1	0	0	0
AC010641.1	ENSG00000267443.2	0.011688735	0.011651143	0.015294808
SMUG1P1	ENSG00000267444.1	0.024986436	0.00259195	0.001126345
CTB-39G8.2	ENSG00000267446.1	0.043957609	0.024896438	0.02074783
VN2R11P	ENSG00000267447.1	0.063947087	0.031151901	0.019159286
AC010649.1	ENSG00000267448.4	0.018722148	0.012054892	0.013977846
RP11-264B14.2	ENSG00000267449.1	0.149183866	0.119874715	0.13598658
OR1AB1P	ENSG00000267450.1	0.006076056	0.002273255	0.002809308
RP11-1018N14.5	ENSG00000267452.1	0.084558296	0.069653539	0.104097125
AC004791.2	ENSG00000267453.5	0.061563965	0.307138389	0.203665044
ZNF582-AS1	ENSG00000267454.4	0.607647073	1.008887589	0.730666713
RP11-78A19.2	ENSG00000267455.1	0.014530585	0.002250917	0.002856437
RP11-49I11.3	ENSG00000267456.2	0.446467006	0.133663674	0.169632453
RP5-837J1.4	ENSG00000267457.1	0.157769187	0.132395765	0.128527996
CTC-425F1.4	ENSG00000267458.1	0	0	0
AC006116.27	ENSG00000267459.1	0	0	0
RP11-120M18.5	ENSG00000267461.1	0.269750039	0.092962253	0.097854851
RP11-866E20.3	ENSG00000267462.1	0.006962208	0.012953806	0.010233006
UBE2V2P2	ENSG00000267463.1	0.023117132	0.026649505	0.022044973
AC011525.4	ENSG00000267465.5	0.001508733	0.000435697	0.00228315
RP11-13K12.5	ENSG00000267466.1	0.542929934	0.113351666	0.074426656
APOC4	ENSG00000267467.3	0.005688502	0.004036962	0.003726105
AC005944.2	ENSG00000267469.1	0	0	0
ZNF571-AS1	ENSG00000267470.4	0.72336127	0.315361651	0.285072294
RP11-1058G23.1	ENSG00000267471.1	0.006342096	0.002021472	0.0020453
LOC440461	ENSG00000267472.1	0.202328271	0.147315513	0.099800393
CTC-548K16.6	ENSG00000267474.1	0.151956658	0.242220225	0.239218214
CTD-2538C1.2	ENSG00000267475.1	1.781710819	1.299477051	1.41786557
RP11-126O1.4	ENSG00000267476.1	0.108080589	0.098356585	0.074335199
CTC-398G3.6	ENSG00000267477.1	0.01182143	0.01022658	0.011658133
RP11-815J4.5	ENSG00000267478.1	0.009260304	0.004749767	0.004649046
RP11-703I16.1	ENSG00000267480.1	1.852171719	0.765046854	0.775344224
CTC-559E9.5	ENSG00000267481.1	1.501864763	2.125273553	1.833030633
RNY4P13	ENSG00000267482.1	0	0	0
CTC-518P12.6	ENSG00000267484.1	0.251936571	0.241028893	0.245154201
GLUD1P4	ENSG00000267486.1	0.00390545	0.003471073	0.003349701
RP11-640A1.4	ENSG00000267487.1	0.012883186	0.000797018	0.003782605
CTC-360P9.4	ENSG00000267489.2	0.008205428	0.001244597	0.001070754
CTD-3116E22.6	ENSG00000267490.1	0.018871865	0.01116918	0.009389429
CTD-2373H9.5	ENSG00000267491.1	0.116563214	0.052318562	0.044776088
RP1-37N7.6	ENSG00000267492.1	0.001377137	0.001435629	0.000465352
CIRBP-AS1	ENSG00000267493.3	1.005801861	1.036342652	1.057115552
FAM215A	ENSG00000267496.3	0.071000694	0.07349879	0.057430802
NFE2L3P1	ENSG00000267497.1	0.022088169	0.012957293	0.013016023
CTB-32O4.2	ENSG00000267498.1	0.281233854	0.253029466	0.260985393
CTD-2006C1.6	ENSG00000267500.1	0.484072299	0.310668703	0.458558215
RP11-108P20.2	ENSG00000267501.1	0.053207307	0.024841048	0.027688293
RP11-53B2.4	ENSG00000267503.1	0.209233707	0.409243229	0.499183418
RP11-845C23.2	ENSG00000267504.1	0.083963797	0.160837043	0.107455135
CTC-296K1.3	ENSG00000267505.1	0.210250181	0.196410298	0.141933501
RP11-13K12.1	ENSG00000267506.4	0.329942911	0.042397386	0.031201429
CTD-2587H24.1	ENSG00000267507.1	0.100017071	0.130923017	0.131570235
ZNF285	ENSG00000267508.4	0.870460285	0.773918442	0.73699193
CTD-2043I16.1	ENSG00000267509.4	0.014250524	0.046499345	0.05176987
CTC-325H20.4	ENSG00000267510.1	1.550767523	1.570414502	1.521069161
ADAD1P2	ENSG00000267511.1	0.046164426	0.026774754	0.0162544
CTC-250I14.3	ENSG00000267512.1	0.137616836	0.114785557	0.139216574
RP11-622J9.1	ENSG00000267513.3	0.004046252	0.006815455	0.000783297
RP11-861E21.3	ENSG00000267515.1	0.136173915	0.144357489	0.138415734
CTD-2231E14.4	ENSG00000267517.1	0.006870171	0.003038311	0.003392053
RP11-794C22.2	ENSG00000267518.1	0.063897241	0.027023788	0.02869152
CTD-3252C9.4	ENSG00000267519.3	2.992828028	2.822528162	2.315127869
RP11-373L24.1	ENSG00000267520.2	0	0	0
RP11-87G24.6	ENSG00000267521.1	0.02592343	0.004961243	0.008893509
CTD-2621I17.6	ENSG00000267522.1	0.023693555	0.019890633	0.020684913
CTD-2537I9.12	ENSG00000267523.1	1.662641417	1.436503613	1.552809169
RPSAP57	ENSG00000267524.1	0.003394441	0.001512087	0.001168528
RP11-178C3.6	ENSG00000267526.1	0.036299488	0.030554638	0.031264134
AC011524.1	ENSG00000267528.1	0.019219666	0.047135361	0.015199648
RP11-53B2.1	ENSG00000267529.3	0.13930741	0.127437151	0.133181877
AC006273.5	ENSG00000267530.2	0.559293459	1.186896404	0.763680516
MIR497HG	ENSG00000267532.3	0.333736999	0.531773019	0.359428718
RP11-815J4.7	ENSG00000267533.1	0.139769882	0.15135103	0.16854766
S1PR2	ENSG00000267534.2	2.82658522	2.273462425	2.094145509
LINC00868	ENSG00000267535.1	0.030589161	0.045738933	0.03096093
AC005394.1	ENSG00000267537.1	0.023529923	0.002237333	0.003261383
RP11-380M21.2	ENSG00000267541.1	0.756586015	0.555050195	0.677596292
RP11-666A8.7	ENSG00000267543.1	0.438425718	0.460102164	0.389665675
AC007229.3	ENSG00000267544.1	0.755366016	0.552258428	0.546275655
AC005779.2	ENSG00000267545.1	0.137578532	0.176628865	0.133961906
RP11-666A8.8	ENSG00000267546.2	0.317062593	0.242126567	0.2689551
RP11-686D22.4	ENSG00000267547.1	1.245775434	1.412741856	1.138515544
AC006116.17	ENSG00000267549.4	0.085401207	0.101956161	0.11283919
CTC-482H14.5	ENSG00000267550.1	0.035691208	0.033707572	0.03222789
AC005264.2	ENSG00000267551.3	0.064302258	0.047010756	0.035680464
CTD-2528L19.4	ENSG00000267552.5	0.025615006	0.021002252	0.025939675
RP11-686D22.10	ENSG00000267554.1	0.708351951	0.513304729	0.46151936
CTD-2085J24.3	ENSG00000267555.1	0.031224901	0.024890426	0.016640045
CTC-379B2.4	ENSG00000267557.1	0.057799733	0.023390176	0.018757469
RP11-618K16.4	ENSG00000267558.1	0.072732064	0.064872989	0.056718047
RP11-383M4.6	ENSG00000267559.4	0.019892924	0.020870363	0.018768193
RP11-173A16.1	ENSG00000267560.1	0.332186316	0.391397975	0.323007534
RP5-1052I5.2	ENSG00000267561.2	0.034967702	0.019059921	0.016101333
CTC-503J8.4	ENSG00000267563.1	0.052274693	0.039176507	0.034032892
RP11-128P17.3	ENSG00000267564.1	0.00616942	0.000752409	0.003942498
CTC-559E9.8	ENSG00000267565.1	1.753267722	2.219397545	2.180792308
CTD-2538C1.3	ENSG00000267567.1	0.167183421	0.098749299	0.108585993
RP11-87G24.3	ENSG00000267568.5	0.077401463	0.016563514	0.032619586
STK25P1	ENSG00000267570.1	0.035779215	0.033747123	0.0220954
AC104532.4	ENSG00000267571.1	0.6480153	0.793951828	0.799017875
KRT8P5	ENSG00000267573.1	0.076566493	0.114675158	0.16218642
CTC-525D6.5	ENSG00000267574.1	0.003866482	0.001154357	0
CTC-459F4.3	ENSG00000267575.5	1.173872332	0.952356649	0.898502102
CTC-510F12.6	ENSG00000267576.1	0	0	0
CTD-2587H24.5	ENSG00000267577.1	0.04203009	0.037782529	0.046348836
RP11-126O1.2	ENSG00000267579.1	0.012544162	0.007810566	0.003642062
CTD-2540B15.11	ENSG00000267580.1	0	0	0
CTC-559E9.4	ENSG00000267581.1	0.137746167	0.346021663	0.280329641
CTD-3252C9.2	ENSG00000267582.1	0.279333982	0.149397349	0.122086097
RP11-322E11.5	ENSG00000267583.4	0.363348609	0.506342318	0.382860295
RP11-115P21.1	ENSG00000267585.1	0.041850028	0.033279756	0.02473581
LINC00907	ENSG00000267586.5	0.032891254	0.033635156	0.028226805
RP11-687F6.4	ENSG00000267587.1	0.10462062	0.063118304	0.051077347
CTC-232P5.4	ENSG00000267589.1	0.104659885	0.085273568	0.063746745
NDUFA3P1	ENSG00000267590.1	0.210019966	0.205141704	0.169895603
RP11-689E3.2	ENSG00000267591.1	0.066875485	0.041702983	0.029219747
CTC-507E2.2	ENSG00000267592.1	0.10176929	0.165713741	0.111663189
RP11-108P20.4	ENSG00000267593.1	0.105848957	0.034512032	0.029683992
CYP4F24P	ENSG00000267594.5	0.101525728	0.197590858	0.076689705
RP11-242D8.2	ENSG00000267595.1	0.870182609	1.175466266	1.193343981
RPIAP1	ENSG00000267597.1	0.003212967	0.009044288	0.005063051
CTC-250I14.6	ENSG00000267598.1	0	0	0
CTD-2050I18.2	ENSG00000267599.1	0.005774634	0.003420674	0.001550854
RP11-323N12.5	ENSG00000267601.1	0	0	0
LINC01028	ENSG00000267603.1	0.04294749	0.063407651	0.015152837
RP5-905N1.2	ENSG00000267604.1	0.008237827	0.005953555	0.005549699
CTD-3220F14.1	ENSG00000267605.4	0.186672009	0.19512875	0.16353229
AC006116.21	ENSG00000267606.1	0.046409998	0.060776526	0.058556354
CTD-2369P2.8	ENSG00000267607.1	0.130702829	0.060015862	0.046662572
SNX33P1	ENSG00000267609.2	0.00115688	0.001133587	0.001101536
AC007787.2	ENSG00000267610.2	0.060587912	0.037301745	0.023856165
CTC-461H2.2	ENSG00000267611.1	0.078250011	0.074735619	0.051992451
CTD-3116E22.7	ENSG00000267612.1	0.205193286	0.279262445	0.178030127
AC138472.6	ENSG00000267614.1	0.012238237	0.00246365	0.003746929
RP11-552F3.13	ENSG00000267615.1	0	0	0
AC007795.1	ENSG00000267617.1	0.005861729	0.001005348	0.001979199
RAD51L3-RFFL	ENSG00000267618.4	0.005437488	0.005755594	0.005203797
RP11-795H16.2	ENSG00000267620.1	0.005042983	0.010518636	0.005806756
AC022153.1	ENSG00000267623.3	0.03672403	0.054271684	0.031393476
RP11-219G17.6	ENSG00000267624.1	0.032686876	0.0586683	0.041326562
RP11-1094M14.14	ENSG00000267625.1	0.013872717	0.007175486	0.007870963
AC002115.9	ENSG00000267626.1	0.045563847	0.012621695	0.012131024
RP11-905K4.1	ENSG00000267627.4	0.109290427	0.05103112	0.050028996
RP11-1136J12.1	ENSG00000267628.1	0	0	0
AC138430.4	ENSG00000267629.3	0.011490386	0.007178136	0.003559943
AC005758.1	ENSG00000267630.1	0.017864401	0.017416354	0.008753689
CGB1	ENSG00000267631.4	0.000245917	0	3.52E-05
RP11-400F19.18	ENSG00000267632.1	0.262354948	0.420882346	0.339741105
CTB-5E10.3	ENSG00000267633.1	0.043085001	0.03570164	0.040619111
RPL7L1P5	ENSG00000267634.1	0.012134948	0.010414635	0.009464137
AC008992.1	ENSG00000267636.1	0.029899145	0.090314289	0.042368341
RP11-619I22.1	ENSG00000267637.1	0.141408059	0.112381896	0.15202992
RP11-546M21.6	ENSG00000267638.1	0.092635587	0.097975437	0.110289552
CTD-2554C21.2	ENSG00000267640.4	1.057502115	0.949779298	0.749269784
BNIP3P16	ENSG00000267641.1	0.215624764	0.203881203	0.228595786
RP11-258B16.1	ENSG00000267642.1	0.003455448	0.000747706	0.000384759
RP11-64C12.4	ENSG00000267643.1	0.014776438	0.00529676	0.009309543
CTD-2008P7.10	ENSG00000267644.1	0.116293555	0.217092079	0.216259482
POLR2J2	ENSG00000267645.4	0.137147836	0.118328892	0.123496048
CTC-499B15.7	ENSG00000267646.1	0.017035028	0.025487834	0.016877275
MAP1LC3P	ENSG00000267647.1	0.012695703	0.008219267	0.00569125
RP11-686D22.3	ENSG00000267648.1	0.400758001	0.50396193	0.340048629
CTD-2587H24.10	ENSG00000267649.1	0.138639463	0.134571692	0.248263447
CTD-2553C6.1	ENSG00000267650.1	0.073827254	0.078419342	0.069116392
RP11-95O2.1	ENSG00000267651.1	0.168419743	0.120758421	0.093397345
RP11-188I24.1	ENSG00000267652.1	0.168705589	0.155914546	0.168757791
RP1-193H18.3	ENSG00000267653.1	0.136204137	0.368602434	0.169606885
RP11-973H7.4	ENSG00000267654.1	0.151736071	0.066936577	0.068985522
CTD-2286N8.2	ENSG00000267655.1	0.789673466	0.571461763	0.664804235
RP11-807E13.3	ENSG00000267656.1	0.029272352	0.021685393	0.031079275
RP11-358B23.1	ENSG00000267658.1	0.296512645	0.386124533	0.320653702
LINC01482	ENSG00000267659.4	0.111143083	0.030546949	0.02537355
RP11-820I16.2	ENSG00000267661.1	0.076456646	0.014304262	0.020203315
AC007796.1	ENSG00000267662.1	0.082720832	0.161512433	0.093572441
RP11-64C12.9	ENSG00000267663.1	0.005376343	0.005425862	0.001676718
RPL17P45	ENSG00000267664.1	0.005228186	0.002964144	0.001493507
RP11-13K12.2	ENSG00000267665.1	0.073011653	0.028683806	0.020365398
AC004156.3	ENSG00000267666.1	0.084294015	0.194746441	0.207726405
RP11-136H19.1	ENSG00000267667.1	0.140933266	0.142899074	0.166072725
RP11-824M15.3	ENSG00000267669.1	0.07467102	0.058442149	0.053478527
CTB-55O6.4	ENSG00000267670.1	0.163559483	0.040420863	0.045282778
CTD-2293H3.1	ENSG00000267672.1	0.076817224	0.057349575	0.046062692
FDX1L	ENSG00000267673.5	1.487329953	1.289169139	1.349826129
RP11-813F20.2	ENSG00000267674.1	0.07760306	0.035953428	0.029988573
RP11-1151B14.2	ENSG00000267675.1	0.025004419	0.008256216	0.004808748
THA1P	ENSG00000267676.1	0.104348674	0.111997115	0.088824896
RP11-27G24.1	ENSG00000267677.1	0.328318639	0.21665357	0.208969218
RP11-15E18.3	ENSG00000267678.1	0.016087043	0.00141584	0.008535759
EIF5AP2	ENSG00000267679.1	0.138836126	0.066466083	0.086197421
ZNF224	ENSG00000267680.4	1.049767489	1.427207619	1.330773069
CTD-3199J23.6	ENSG00000267681.1	1.141594771	1.254122783	1.107953534
CTD-3220F14.2	ENSG00000267682.1	0.461495135	0.69747662	0.642591856
AC008991.1	ENSG00000267683.1	0.013080427	0.017317523	0.00825451
CTC-360P9.2	ENSG00000267684.1	0.005399257	0.00055253	0.000608603
NTF6B	ENSG00000267685.2	0.00015154	0.001593343	0.000799028
RP11-795H16.3	ENSG00000267686.1	0.007438826	0.02697331	0.022308509
RP11-325K19.6	ENSG00000267687.1	0.005354457	0.002420138	0.002535121
AC005262.2	ENSG00000267688.1	0	0	0
AC010525.5	ENSG00000267689.1	0	0	0
LDLRAD4-AS1	ENSG00000267690.1	0.137708184	0.475713797	0.430151286
SHC1P2	ENSG00000267691.1	0.03844373	0.037852886	0.037964803
TAF9P3	ENSG00000267692.1	0.786713683	0.739650443	0.743636337
CTC-559E9.2	ENSG00000267693.1	0.061924403	0.073483611	0.05953424
RP11-691H4.4	ENSG00000267694.1	0.206463825	0.191889944	0.21537826
RP11-1030E3.1	ENSG00000267695.1	0.00400661	0.002897781	0.001166336
CTB-151G24.1	ENSG00000267696.5	0.049207075	0.009537461	0.011607748
LUZP6	ENSG00000267697.1	0	0	0
AC002116.7	ENSG00000267698.1	0.903241752	0.811820817	0.838714147
RP11-729L2.2	ENSG00000267699.2	0.051628908	0.038815822	0.029356551
RP11-28F1.2	ENSG00000267701.2	0.525614684	1.319632825	1.423967191
RP11-53B2.2	ENSG00000267702.1	0.305791928	0.291421094	0.333533595
CTD-2013N17.4	ENSG00000267703.1	0.047237626	0.054369233	0.050840174
RP11-411B10.6	ENSG00000267704.1	0.003087572	0.0026592	0.002650936
RP11-108P20.3	ENSG00000267705.1	0	0	0
CTD-2105E13.6	ENSG00000267706.3	0.00868816	0.025534892	0.015042183
RP11-95O2.5	ENSG00000267707.2	0.536977386	0.625052095	0.561349701
RP11-147L13.7	ENSG00000267708.1	0.231825876	0.30964881	0.275841855
AC024592.9	ENSG00000267709.1	0.217571833	0.045635463	0.057789284
AC006116.20	ENSG00000267710.4	0.233858909	0.365271591	0.214698975
RP11-686D22.5	ENSG00000267711.1	0.251884188	0.345782926	0.240392264
LINC01539	ENSG00000267712.4	0.039073537	0.007639718	0.00798937
RP11-10I6.2	ENSG00000267713.1	0.012344835	0.002329577	0.00084656
CTD-2540B15.6	ENSG00000267714.1	0.051855227	0.012867056	0.014038178
AC083760.1	ENSG00000267716.1	0.003250179	0.001399012	0.000501298
SRSF10P1	ENSG00000267717.1	0.064075154	0.040352263	0.035010814
HP09025	ENSG00000267719.1	0.015560093	0.008238624	0.008957106
RP11-815J4.1	ENSG00000267722.1	0.007386792	0.00416132	0.002255898
CTD-2189E23.1	ENSG00000267723.1	0.127985706	0.135038236	0.165737212
RP11-49K24.8	ENSG00000267724.1	0.156908697	0.164045384	0.145207692
CTC-461H2.3	ENSG00000267725.1	0.019849036	0.006766252	0.003710761
CTD-2526M8.2	ENSG00000267726.1	0.00881963	0.00190023	0.002781858
CTD-2540B15.7	ENSG00000267727.1	0	0	0
AC010761.14	ENSG00000267729.1	0.170776019	0.255121099	0.32045695
RP11-147L13.8	ENSG00000267731.1	0.165977278	0.223280861	0.189206988
RP11-456O19.3	ENSG00000267732.1	0.008362698	0.003112636	0.002431656
RP11-64C12.3	ENSG00000267733.4	0.068454968	0.019128809	0.032303236
RP4-604K5.3	ENSG00000267734.1	0.114743189	0.051313666	0.05122536
CTD-2265O21.7	ENSG00000267735.1	0.087273735	0.062276157	0.072611335
HMGB2P1	ENSG00000267736.2	0.194045501	0.127477981	0.143086628
AC061992.2	ENSG00000267737.1	0.210575968	0.159965915	0.150092376
AC024592.12	ENSG00000267740.4	0.007491486	0.002762551	0.003614483
UBE2L4	ENSG00000267741.1	0.19598091	0.238361728	0.226590805
FAM60CP	ENSG00000267742.1	0.14873627	0.072863876	0.07289191
RP11-718I15.1	ENSG00000267743.4	0.051250504	0.056229271	0.044087205
RP11-799D4.1	ENSG00000267744.1	0.012424299	0.007077786	0.005057973
RP11-686D22.8	ENSG00000267745.1	1.002815895	1.103303868	0.872135839
RP11-379L18.1	ENSG00000267746.1	0.118633596	0.005429146	0.009616743
RP11-392O1.4	ENSG00000267747.1	0.106906143	0.081712953	0.07349
CTB-102L5.4	ENSG00000267748.4	1.26798059	0.759794001	0.713841319
CTC-265F19.1	ENSG00000267749.1	0.024341527	0.020542733	0.016232323
RUNDC3A-AS1	ENSG00000267750.4	0.159469777	0.283975233	0.417306684
AC009005.2	ENSG00000267751.4	1.017135353	1.588474344	1.736167227
RPS10P27	ENSG00000267752.1	0.054191307	0.030034077	0.032189035
AC004623.2	ENSG00000267755.1	0	0	0
RP11-411B10.4	ENSG00000267756.1	0	0	0
C19orf83	ENSG00000267757.3	0.014690949	0.011829244	0.013701038
RP11-358B23.5	ENSG00000267758.1	0.177427388	0.140284928	0.130658157
